n	partition(n)	runtime(n)	memory(n)
437	62733071376043079215	0.0671799182891845703125	21503160
438	66549436566966297367	0.0158150196075439453125	21604424
439	70593393646562135510	0.0687921047210693359375	21705920
440	74878248419470886233	0.0160191059112548828125	21807784
441	79418069346443402240	0.0674800872802734375	21909752
442	84227730407729499781	0.016088962554931640625	22011960
443	89322956321353645667	0.0673849582672119140625	22114400
444	94720370257893471820	0.0164730548858642578125	22217080
445	100437544171752847604	0.06793880462646484375	22319992
446	106493051905239118581	0.0166909694671630859375	22423136
447	112906525199196103354	0.067842960357666015625	22526520
448	119698712782720205954	0.016941070556640625	22630136
449	126891542690981418000	0.0678040981292724609375	22733992
450	134508188001572923840	0.01723194122314453125	22838080
451	142573136155347404229	0.068873882293701171875	22942400
452	151112262071917313678	0.017665863037109375	23046960
453	160152905244553715585	0.06970310211181640625	23151752
454	169723951046458040965	0.01745891571044921875	23256776
455	179855916453958267598	0.068767070770263671875	23362040
456	190581040442651931034	0.017546176910400390625	23467664
457	201933379285114688629	0.068930149078369140625	23573392
458	213948907032733069132	0.0176827907562255859375	23679352
459	226665621435831345565	0.0686008930206298828125	23785552
460	240123655613925192081	0.017467021942138671875	23891984
461	254365395758574199975	0.0680980682373046875	23998648
462	269435605212954994471	0.0175750255584716796875	24105544
463	285381555241961986287	0.0679390430450439453125	24212680
464	302253162872576636605	0.0176680088043212890625	24320048
465	320103136152993290544	0.068058013916015625	24427648
466	338987127249525432549	0.0178470611572265625	24535480
467	358963893768162876613	0.0682170391082763671875	24643552
468	380095468763120598477	0.0679399967193603515625	24751856
469	402447339861711475160	0.0190541744232177734375	24860392
470	426088638015652413417	0.0689990520477294921875	24969160
471	451092336355096099864	0.0192539691925048828125	25078160
472	477535459708164115593	0.069465160369873046875	25187528
473	505499305314204629558	0.01893711090087890625	25297000
474	535069675351607262125	0.071987152099609375	25406704
475	566337121865805599675	0.018741130828857421875	25516640
476	599397204782301852926	0.0708138942718505859375	25626808
477	634350763653787028583	0.069572925567626953125	25737208
478	671304203896731807232	0.0201280117034912109375	25847848
479	710369798236628238005	0.0699050426483154296875	25958720
480	751666004194993125591	0.0198078155517578125	26069824
481	795317798414758232180	0.0699660778045654296875	26181160
482	841457028742823649455	0.0196831226348876953125	26292728
483	890222784951928088294	0.0702130794525146484375	26404528
484	941761789114997698055	0.070067882537841796875	26516568
485	996228806608573411012	0.0345580577850341796875	26628840
486	1053787078862455346513	0.071506977081298828125	26741344
487	1114608778936426484248	0.0204241275787353515625	26854080
488	1178875491155735802646	0.0719749927520751953125	26967176
489	1246778716001272919665	0.0197050571441650390625	27080376
490	1318520401612270233223	0.073235034942626953125	27193808
491	1394313503224447816939	0.07172107696533203125	27307480
492	1474382572040363953132	0.021068096160888671875	27421384
493	1558964374994977806173	0.071620941162109375	27535520
494	1648308547066172438760	0.0202620029449462890625	27649888
495	1742678277747760981187	0.0722548961639404296875	27764488
496	1842351033503159891466	0.073053836822509765625	27879320
497	1947619317987658064007	0.031318187713623046875	27994384
498	2058791472042884901563	0.0724370479583740234375	28109680
499	2176192515439287461625	0.0204970836639404296875	28225216
500	2300165032574323995027	0.07125186920166015625	28340984
501	2431070104309287327876	0.0717689990997314453125	28456984
502	2569288288377098289281	0.02128314971923828125	28573216
503	2715220650772245313220	0.0721881389617919921875	28689680
504	2869289850802400662045	0.0723650455474853515625	28806504
505	3031941282464413132742	0.0221498012542724609375	28923432
506	3203644275096202070012	0.07487392425537109375	29040592
507	3384893356244349844341	0.0213449001312255859375	29157984
508	3576209579998154653671	0.0724771022796630859375	29275616
509	3778141924035171537110	0.072476863861083984375	29393480
510	3991268758958164118300	0.0216701030731201171875	29511576
511	4216199393504640098482	0.0731160640716552734375	29629904
512	4453575699570940947378	0.073078155517578125	29748464
513	4704073821002175842062	0.0223510265350341796875	29867256
514	4968405970488126319775	0.0838901996612548828125	29986280
515	5247322318923878793976	0.0726759433746337890625	30105536
516	5541612982013113936133	0.0241119861602783203125	30225024
517	5852110108921301661040	0.078032016754150390625	30344744
518	6179690078238084808000	0.078523159027099609375	30464704
519	6525275806549652788115	0.0249660015106201171875	30584896
520	6889839175409542385648	0.0781080722808837890625	30705448
521	7274403582551733377346	0.083241939544677734375	30826104
522	7680046623716094332553	0.024690151214599609375	30946992
523	8107902911527474124146	0.091437816619873046875	31068112
524	8559167038437716736150	0.0989210605621337890625	31189464
525	9035096690829005915201	0.0389959812164306640625	31311048
526	9537015921990240021538	0.1099188327789306640625	31432864
527	10066318591787500106586	0.1204850673675537109375	31554912
528	10624471981512075020731	0.031529903411865234375	31677192
529	11213020592521695111580	0.103106975555419921875	31799704
530	11833590138006300416410	0.076198101043701171875	31922456
531	12487891737367521803652	0.0786249637603759765625	32045440
532	13177726323474524612308	0.025269985198974609375	32168656
533	13904989273245567335012	0.075277805328369140625	32292104
534	14671675272840783232475	0.0748500823974609375	32415784
535	15479883428970761068959	0.0247609615325927734375	32539696
536	16331822638729701493803	0.075276851654052734375	32663968
537	17229817230617210720599	0.075932979583740234375	32788344
538	18176312890390861435034	0.0244839191436767578125	32912952
539	19173882885687454484110	0.0757389068603515625	33037792
540	20225234604409151266221	0.0783169269561767578125	33162864
541	21333216422211708570598	0.076366901397705078125	33288168
542	22500824915577356165493	0.025149822235107421875	33413704
543	23731212437346370138355	0.0764081478118896484375	33539480
544	25027695072821279146420	0.100676059722900390625	33665488
545	26393760995005382968154	0.10764598846435546875	33791728
546	27833079238879849385687	0.0274770259857177734375	33918200
547	29349508915133986374841	0.0780498981475830078125	34044904
548	30947108885217475101876	0.07783794403076171875	34171840
549	32630147920163234060900	0.076057910919189453125	34299008
550	34403115367205050943160	0.0266101360321044921875	34426408
551	36270732348871285128752	0.0773639678955078125	34554040
552	38237963520943177237554	0.077805042266845703125	34682032
553	40310029416409244587122	0.0785448551177978515625	34810128
554	42492419404397720872600	0.0268080234527587890625	34938456
555	44790905293907018009131	0.0773999691009521484375	35067016
556	47211555614160398040338	0.0777301788330078125	35195808
557	49760750604354432757376	0.077416896820068359375	35324832
558	52445197947746313627407	0.026905059814453125	35454088
559	55271949286085137715955	0.0780889987945556640625	35583584
560	58248417552751868050007	0.08049678802490234375	35713312
561	61382395164161775318496	0.0786540508270263671875	35843272
562	64682073111542943380454	0.078178882598876953125	35973464
563	68156060996536236172174	0.0279309749603271484375	36103888
564	71813408056839596203570	0.0784008502960205078125	36234544
565	75663625229609055443637	0.0793488025665283203125	36365432
566	79716708303343130521599	0.082004070281982421875	36496552
567	83983162210640880002321	0.0788059234619140625	36627904
568	88474026517495817981253	0.028707981109619140625	36759616
569	93200902166643654187580	0.079248905181884765625	36891432
570	98175979536033971312388	0.0795571804046630859375	37023480
571	103412067875563710992446	0.0794169902801513671875	37155760
572	108922626189067392956037	0.0814571380615234375	37288272
573	114721795630860408658491	0.02875614166259765625	37421016
574	120824433490320564237125	0.079800128936767578125	37553992
575	127246148840551966562301	0.0797278881072998046875	37687200
576	134003339931725153597473	0.080191135406494140625	37820640
577	141113233412529912746558	0.08152294158935546875	37954312
578	148593925468119890197615	0.02904796600341796875	38088224
579	156464424966082817448060	0.081451892852783203125	38222368
580	164744698707340387584240	0.0799281597137451171875	38356744
581	173455718882380096095248	0.0810258388519287109375	38491352
582	182619512839056823919887	0.08076381683349609375	38626192
583	192259215272078129526277	0.0809419155120849609375	38761264
584	202399122950629095580175	0.082973957061767578125	38896696
585	213064752104884207160129	0.029818058013916015625	39032232
586	224282898599046831034631	0.081264972686767578125	39168000
587	236081701023305130945921	0.0803101062774658203125	39304000
588	248490706844586261413858	0.08156490325927734375	39440232
589	261540941761240642265710	0.0808751583099365234375	39576696
590	275264982414934173206642	0.0842030048370361328125	39713392
591	289697032618827122974972	0.0843658447265625	39850320
592	304873003269975366031783	0.0307910442352294921875	39987480
593	320830596120295386610807	0.081510066986083984375	40124872
594	337609391590065169560935	0.0821039676666259765625	40262496
595	355250940815002702558187	0.0846650600433349609375	40400352
596	373798862128436852709430	0.08166408538818359375	40538440
597	393298942187883251157044	0.082087039947509765625	40676760
598	413799241966727832978027	0.082171916961669921875	40815312
599	435350207840317348270000	0.083217144012451171875	40954096
600	458004788008144308553622	0.0843658447265625	41093248
601	481818554503286362923739	0.0327701568603515625	41232504
602	506849831053734861481872	0.08226490020751953125	41371992
603	533159827070679866278987	0.0823400020599365234375	41511712
604	560812778053476538349420	0.083766937255859375	41651664
605	589876092712502332463864	0.08409214019775390625	41791848
606	620420507127059714307352	0.084784984588623046875	41932264
607	652520246268116112057164	0.0838348865509033203125	42072912
608	686253193233019826880477	0.084156036376953125	42213792
609	721701066553229757379480	0.084217071533203125	42354904
610	758949605954969709105721	0.0858440399169921875	42496248
611	798088766967999186006767	0.084477901458740234375	42637824
612	839212924798226411060795	0.0330498218536376953125	42779632
613	882421087896683264554175	0.08347797393798828125	42921672
614	927817121679723721849795	0.0839397907257080078125	43063944
615	975509982873756796925504	0.085486888885498046875	43206448
616	1025613964982134990453294	0.0854070186614990234375	43349312
617	1078248955392080004474789	0.084948062896728515625	43492280
618	1133540704665979618906662	0.0847918987274169921875	43635480
619	1191621108583631746910145	0.0853440761566162109375	43778912
620	1252628503530795506440909	0.086909770965576171875	43922576
621	1316707975853817969920561	0.0852420330047607421875	44066472
622	1384011685831426958558879	0.08617305755615234375	44210608
623	1454699206941558115141676	0.086326122283935546875	44354976
624	1528937881135168275063375	0.12810611724853515625	44499576
625	1606903190858354689128371	0.087235927581787109375	44644408
626	1688779148601189609516729	0.0895330905914306640625	44789472
627	1774758704783877366657989	0.08843994140625	44934768
628	1865044174831202682776536	0.086421966552734375	45080296
629	1959847686321528964669495	0.0884249210357666015625	45226056
630	2059391647140527228529479	0.086183071136474609375	45372048
631	2163909235608484556362424	0.086781978607177734375	45518272
632	2273644913597837330081136	0.0869929790496826171875	45664856
633	2388854963699932382735982	0.0887620449066162109375	45811544
634	2509808051552031608082535	0.087184906005859375	45958464
635	2636785814481962651219075	0.0873219966888427734375	46105616
636	2770083477684418110395121	0.0888040065765380859375	46253000
637	2910010499193691843303014	0.0888538360595703125	46400616
638	3056891244979232231862474	0.08734893798828125	46548464
639	3211065695545980277248740	0.08812808990478515625	46696544
640	3372890185488482409685019	0.0899817943572998046875	46844856
641	3542738177508596708707874	0.088202953338623046875	46993400
642	3721001072479541451508397	0.0881350040435791015625	47142176
643	3908089057205582486668934	0.0885980129241943359375	47291184
644	4104431991606013700457110	0.090135097503662109375	47440424
645	4310480337124871462076948	0.088697910308837890625	47589896
646	4526706128254173781044298	0.0880968570709228515625	47739600
647	4753603989138067267826945	0.08916378021240234375	47889544
648	4991692197319220372390544	0.09018993377685546875	48039848
649	5241513796775816319683700	0.0883538722991943359375	48190256
650	5503637762499727151307095	0.0879681110382080078125	48340896
651	5778660218961559003723580	0.0886881351470947265625	48491768
652	6067205714919484306343541	0.0899288654327392578125	48642872
653	6369928557132709817142929	0.0894320011138916015625	48794208
654	6687514205661440172553650	0.140881061553955078125	48945776
655	7020680733548749464953877	0.091540813446044921875	49097576
656	7370180353811425547662139	0.0906999111175537109375	49249608
657	7736801016790889035132284	0.0902500152587890625	49401872
658	8121368081058512888507057	0.09056186676025390625	49554368
659	8524746061205131302394950	0.0917270183563232421875	49707096
660	8947840456000332817673697	0.0908339023590087890625	49860056
661	9391599660555044587641517	0.09029102325439453125	50013248
662	9857016966290401433259592	0.0915219783782958984375	50166672
663	10345132652677367520056676	0.09171295166015625	50320328
664	10857036174895938656583295	0.090776920318603515625	50474344
665	11393868451739000294452939	0.0911099910736083984375	50628464
666	11956824258286445517629485	0.14562702178955078125	50782816
667	12547154728067493595502055	0.091477870941162109375	50937400
668	13166169969647255482980383	0.0923998355865478515625	51092216
669	13815241802783448943206160	0.093654155731201171875	51247264
670	14495806619536377005379418	0.0950710773468017578125	51402544
671	15209368375944215483241988	0.0941798686981201171875	51558056
672	15957501720133631304230773	0.092091083526611328125	51713800
673	16741855262985451980947171	0.092152118682861328125	51869776
674	17564154997755650263621500	0.1468269824981689453125	52025984
675	18426207875324210441995136	0.0926229953765869140625	52182424
676	19329905542049511423199336	0.093985080718994140625	52339096
677	20277228247502764885900784	0.094009876251220703125	52496000
678	21270248929688765106878025	0.09335803985595703125	52653144
679	22311137485682880566295780	0.09391498565673828125	52810520
680	23402165235974892374954302	0.0950109958648681640625	52968256
681	24545709591163085124246501	0.146831035614013671875	53126096
682	25744258930034131533263392	0.0949180126190185546875	53284168
683	27000417698448800353553865	0.0940201282501220703125	53442472
684	28316911738879831363625420	0.0947170257568359375	53601008
685	29696593860867277871605321	0.09630298614501953125	53759776
686	31142449663120060247020395	0.094254970550537109375	53918776
687	32657603618448918933404658	0.149816989898681640625	54078008
688	34245325433219728719773420	0.095160961151123046875	54237472
689	35909036693513349075724695	0.0962479114532470703125	54397168
690	37652317810725762600765183	0.09644794464111328125	54557096
691	39478915279883795756623331	0.09543895721435546875	54717256
692	41392749264546866860893416	0.1501691341400146484375	54877648
693	43397921522754943172592795	0.096675872802734375	55038272
694	45498723689129703063649450	0.0984649658203125	55199128
695	47699645928878027716139269	0.0971469879150390625	55360216
696	50005385980149860746062163	0.0969469547271728515625	55521664
697	52420858601901549459658530	0.1506168842315673828125	55683216
698	54951205445179608281719072	0.0998489856719970703125	55845000
699	57601805366500810491219000	0.0978031158447265625	56007016
700	60378285202834474611028659	0.099646091461181640625	56169264
701	63286531028521032840985510	0.097332000732421875	56331744
702	66332699915362724119980694	0.15326690673828125	56494456
703	69523232218023552371152320	0.099438190460205078125	56657400
704	72864864407855341219969825	0.1008689403533935546875	56820576
705	76364642479247406973532354	0.0993349552154541015625	56983984
706	80029935953661656574123574	0.15499782562255859375	57147624
707	83868452507581852374822598	0.1014769077301025390625	57311496
708	87888253251761884175130183	0.1002099514007568359375	57475600
709	92097768690318501305952845	0.1022319793701171875	57639936
710	96505815389469697877049934	0.156922817230224609375	57804504
711	101121613386982294887579670	0.13344097137451171875	57969304
712	105954804374756131323439197	0.15727901458740234375	58134464
713	111015470688345108146850290	0.23344898223876953125	58299728
714	116314155138696524440183805	0.105881214141845703125	58465224
715	121861881722882938654960142	0.1023018360137939453125	58630952
716	127670177252209281782740521	0.101853847503662109375	58796912
717	133751093937700984130081285	0.1582181453704833984375	58963112
718	140117232974725477106760252	0.102775096893310546875	59129544
719	146781769170263852819573505	0.1043169498443603515625	59296208
720	153758476658245881594406593	0.1595909595489501953125	59463104
721	161061755750279477635534762	0.1058909893035888671875	59630232
722	168706660971164630122439117	0.1040799617767333984375	59797592
723	176708930330666271859881567	0.105578899383544921875	59965184
724	185085015885255746880625875	0.1609628200531005859375	60133008
725	193852115645795752984189381	0.1061990261077880859375	60301064
726	203028206889569986197651315	0.104384899139404296875	60469352
727	212632080937520072186590492	0.1638538837432861328125	60637872
728	222683379460186024851577401	0.1058528423309326171875	60806752
729	233202632378520643600875145	0.1081330776214599609375	60975736
730	244211297428606706709925517	0.1610410213470458984375	61144952
731	255731801462210865865001525	0.106771945953369140625	61314400
732	267787583558210323920375877	0.1058619022369384765625	61484080
733	280403140023083872114273884	0.1659448146820068359375	61653992
734	293604071362025285843562670	0.107326030731201171875	61824136
735	307417131305664218954016427	0.10799884796142578125	61994512
736	321870277981032622582593573	0.1657140254974365234375	62165120
737	336992727319136467572139095	0.10782909393310546875	62335960
738	352815008795455957133215652	0.1091759204864501953125	62507032
739	369369023603738655757458075	0.1650559902191162109375	62678336
740	386688105367749941220651375	0.1099569797515869140625	62849872
741	404807083500032850651734059	0.1669628620147705078125	63021640
742	423762349321394151918928481	0.1095218658447265625	63193640
743	443591925059596733749014862	0.1108729839324951171875	63365872
744	464335535850798483634138280	0.16765594482421875	63538464
745	486034684872448271784326296	0.10995388031005859375	63711160
746	508732731741838107613602755	0.1688048839569091796875	63884088
747	532474974320122372524707631	0.11402606964111328125	64057248
748	557308734067567635805394638	0.110105991363525390625	64230640
749	583283445101886813536239875	0.17403697967529296875	64404264
750	610450747117966916191771809	0.1130840778350830078125	64578120
751	638864582333908382360557376	0.16815090179443359375	64752208
752	668581296635294279311393900	0.11346912384033203125	64926528
753	699659745096778286894322787	0.11312103271484375	65101080
754	732161402067670820574405230	0.1732728481292724609375	65275864
755	766150476015982127183457373	0.1133937835693359375	65450880
756	801694029333610862568750951	0.17117786407470703125	65626128
757	838862103313805798709299373	0.114656925201416015625	65801608
758	877727848520950325159242658	0.172604084014892578125	65977320
759	918367660781873199488134935	0.1163170337677001953125	66153264
760	960861323037560814483873080	0.114143848419189453125	66329568
761	1005292153304074193879898920	0.17311191558837890625	66505976
762	1051747159001957690209588887	0.1151599884033203125	66682616
763	1100317197924192833923669753	0.1741220951080322265625	66859488
764	1151097146124113726578727360	0.116281986236572265625	67036592
765	1204186073016375022219516992	0.17436885833740234375	67213936
766	1259687423996378387111229150	0.11626911163330078125	67391512
767	1317709210896221493178043552	0.1765940189361572265625	67569320
768	1378364210608578997366598385	0.1173717975616455078125	67747360
769	1441770172223648126550509165	0.179482936859130859375	67925632
770	1508050033038752490738311726	0.1173250675201416015625	68104136
771	1577332143815074048889599022	0.1767909526824951171875	68282872
772	1649750503671651735806603894	0.11790180206298828125	68461840
773	1725445005022910006140645612	0.1773579120635986328125	68641040
774	1804561688982956164492944650	0.131576061248779296875	68820472
775	1887253011677361609828822380	0.180223941802978515625	69000136
776	1973678121921532286407950000	0.1204640865325927734375	69180160
777	2064003150743712843868729636	0.181011199951171875	69360288
778	2158401513250589964731360493	0.121198177337646484375	69540648
779	2257054223353982965849642005	0.1807558536529541015625	69721240
780	2360150221898687182164777966	0.1247098445892333984375	69902064
781	2467886718753771981901721670	0.18192195892333984375	70083120
782	2580469549453004933593920862	0.1203420162200927734375	70264408
783	2698113546994164480174756373	0.17961883544921875	70445928
784	2821042929432312216467202070	0.1214540004730224609375	70627680
785	2949491703928193388274450292	0.1805021762847900390625	70809664
786	3083704087940340693022764503	0.1215760707855224609375	70991880
787	3223934948277725160271634798	0.1828191280364990234375	71174328
788	3370450258759473520427114109	0.1219251155853271484375	71357008
789	3523527577258789108163787100	0.182138919830322265625	71539920
790	3683456542940343404363084600	0.18290996551513671875	71723064
791	3850539394533563994343413787	0.12277889251708984375	71906440
792	4025091510519029370421431033	0.1831839084625244140625	72090176
793	4207441972141088280734057870	0.1239149570465087890625	72274016
794	4397934150197476827913759850	0.18293094635009765625	72458088
795	4596926316595586652827474186	0.1232049465179443359375	72642392
796	4804792281705797515062559743	0.18562602996826171875	72826928
797	5021922058584382849328869242	0.1874980926513671875	73011696
798	5248722555182613689484387822	0.12660884857177734375	73196696
799	5485618295704258477069984050	0.18877506256103515625	73381928
800	5733052172321422504456911979	0.128693103790283203125	73567392
801	5991486228508002426815719537	0.1864330768585205078125	73753088
802	6261402475301701333080509487	0.18858814239501953125	73939016
803	6543303741858946450905285538	0.127374172210693359375	74125176
804	6837714561722963378455094385	0.1890869140625	74311568
805	7145182096283051986707103605	0.18748188018798828125	74498192
806	7466277096963606051213804496	0.1296660900115966796875	74685048
807	7801594907743960700949000443	0.1901538372039794921875	74872136
808	8151756509675604512522473567	0.12926197052001953125	75059584
809	8517409609130970421571757565	0.2015020847320556640625	75247136
810	8899229771588828461969917962	0.1915111541748046875	75434920
811	9297921602834531195851268718	0.1293430328369140625	75622936
812	9714219979529959777862768265	0.2011649608612060546875	75811184
813	10148891331187245215547993864	0.19108486175537109375	75999664
814	10602734975663191221223594155	0.149116039276123046875	76188376
815	11076584510377034355391142064	0.1898288726806640625	76377320
816	11571309261543787320061392679	0.1926000118255615234375	76566496
817	12087815793808125625662163707	0.1298770904541015625	76755904
818	12627049482760689878061744701	0.194198131561279296875	76945544
819	13189996152918959195978870030	0.1930320262908935546875	77135416
820	13777683783859651786576215682	0.131416797637939453125	77325520
821	14391184287298069419105856949	0.1942760944366455078125	77515856
822	15031615358023124634594092724	0.195622920989990234375	77706424
823	15700142401714084441377203063	0.1315300464630126953125	77897224
824	16397980542787591098996821750	0.19503688812255859375	78088384
825	17126396715550358417594267021	0.19509601593017578125	78279648
826	17886711842065410771034749979	0.1966459751129150390625	78471152
827	18680303100276877491522988120	0.1333010196685791015625	78662888
828	19508606286081561360311437674	0.196567058563232421875	78854856
829	20373118273183778133458320225	0.1966259479522705078125	79047056
830	21275399574724765449983360003	0.13395214080810546875	79239488
831	22217077010838260632179411313	0.1978359222412109375	79432152
832	23199846486451169343993151122	0.1974809169769287109375	79625048
833	24225475883821531494697782922	0.1985790729522705078125	79818176
834	25295808074486832813101046425	0.13502597808837890625	80011536
835	26412764055483014097178757689	0.2000110149383544921875	80205128
836	27578346214889968804237171486	0.1993579864501953125	80398952
837	28794641731961759722351371983	0.200559139251708984375	80593008
838	30063826117310982372086476080	0.135754108428955078125	80787296
839	31388166898835484452139885750	0.1998679637908935546875	80981816
840	32770027459303858556350798600	0.2002041339874267578125	81176696
841	34211871031752548278772284453	0.2014081478118896484375	81371680
842	35716264859093977687647313415	0.20044708251953125	81566896
843	37285884524590579748861394570	0.1387560367584228515625	81762344
844	38923518460115987806848673270	0.200050830841064453125	81958024
845	40632072639400673752129300324	0.2011950016021728515625	82153936
846	42414575463747094337180792099	0.2018392086029052734375	82350080
847	44274182847997609942310578598	0.137816905975341796875	82546456
848	46214183514849300594196193732	0.2027380466461181640625	82743064
849	48238004505931946889525421000	0.202454090118408203125	82939904
850	50349216918401212177548479675	0.2040297985076904296875	83136976
851	52551541876147039010384562987	0.204434871673583984375	83334280
852	54848856745079917639394818823	0.2028868198394775390625	83531816
853	57245201602333536237114022805	0.1419780254364013671875	83729584
854	59744785969613964515539259105	0.2038519382476806640625	83927584
855	62351995821331449988466091712	0.203875064849853515625	84125816
856	65071400878573831543609957267	0.2048051357269287109375	84324408
857	67907762200418949875852866531	0.20592403411865234375	84523104
858	70866040084540107092698343096	0.204174041748046875	84722032
859	73951402289532005957331751320	0.143772125244140625	84921192
860	77169232591877674590168543277	0.2056219577789306640625	85120584
861	80525139690988018278755885205	0.2062761783599853515625	85320208
862	84024966476277979232856334449	0.2058811187744140625	85520064
863	87674799670795146675673859587	0.2083289623260498046875	85720152
864	91480979866491345649258758095	0.206841945648193359375	85920472
865	95450111966823518214883921610	0.20769405364990234375	86121024
866	99589076052990565170686659417	0.1434981822967529296875	86321808
867	103905038690755971019484297576	0.2081649303436279296875	86522824
868	108405464695475636367939373595	0.2084820270538330078125	86724072
869	113098129373644577851404473535	0.209620952606201171875	86925552
870	117991131259998859170817958839	0.2108871936798095703125	87127264
871	123092905369958432777075796052	0.209720134735107421875	87329208
872	128412236987976529870072690275	0.2094211578369140625	87531512
873	133958276013169939669531019316	0.2109329700469970703125	87733920
874	139740551884446204479331411000	0.211001873016357421875	87936560
875	145768989108216487062234772851	0.2111361026763916015625	88139432
876	152053923412691097170490155923	0.2088367938995361328125	88342536
877	158606118553696417431847045996	0.148618221282958984375	88545872
878	165436783797931931934295220337	0.2123358249664306640625	88749440
879	172557592110602218633091543840	0.2120540142059326171875	88953240
880	179980699075416049556058362840	0.2128322124481201171875	89157272
881	187718762576041099642814429720	0.2132060527801513671875	89361536
882	195784963269243383580949581161	0.21380901336669921875	89566032
883	204193025881123335512830178821	0.2149550914764404296875	89770760
884	212957241359090878236182734445	0.2144908905029296875	89975720
885	222092489913497780851227603386	0.2149960994720458984375	90180912
886	231614264984172822820073009257	0.2144491672515869140625	90386336
887	241538698168481624527315178361	0.2153341770172119140625	90591992
888	251882585148964518765460484674	0.2152359485626220703125	90798008
889	262663412660090356154504995095	0.2145559787750244140625	91004128
890	273899386535208029575034561337	0.2152798175811767578125	91210480
891	285609460876378579895067651923	0.2157828807830810546875	91417064
892	297813368391435715163322531331	0.2136981487274169921875	91623880
893	310531651944349233813920512829	0.2236588001251220703125	91830928
894	323785697366761254448562966675	0.2169201374053955078125	92038208
895	337597767580427105501057917306	0.2230651378631591796875	92245720
896	351991038082228660789452118410	0.218225955963134765625	92453464
897	366989633845435601723754690835	0.218879222869873046875	92661440
898	382618667692977386826261193199	0.2177760601043701171875	92869648
899	398904280200653395819254517900	0.2184278964996337890625	93078088
900	415873681190459054784114365430	0.2185981273651123046875	93286760
901	433555192876539531087229255477	0.218730926513671875	93495664
902	451978294728708525214023001725	0.2199900150299072265625	93704800
903	471173670120985588372050797999	0.2206509113311767578125	93914168
904	491173254835220446432862090800	0.220179080963134765625	94123896
905	512010287492584845146484412308	0.22037506103515625	94333736
906	533719361988531136324395159455	0.2209088802337646484375	94543808
907	556336482009740068071399064008	0.2202260494232177734375	94754112
908	579899117714618242279047917300	0.2866179943084716796875	94964648
909	604446264662056374189988834755	0.232082843780517578125	95175416
910	630018505076433611630379753807	0.2231578826904296875	95386416
911	656658071540248718776792346785	0.2236549854278564453125	95597648
912	684408913209287275550344075013	0.2237451076507568359375	95809112
913	713316764648893234122621625751	0.2236630916595458984375	96020808
914	743429217393715213042975617565	0.2245490550994873046875	96232736
915	774795794337240928934816284899	0.22465991973876953125	96444896
916	807468027061529837515792402675	0.225286960601806640625	96657288
917	841499536221802614337232047468	0.224281787872314453125	96869912
918	876946115104959930393838357571	0.2237250804901123046875	97082768
919	913865816485680423486405066750	0.2929661273956298828125	97295856
920	952319042908502961911588247808	0.2241861820220947265625	97509304
921	992368640529229737341624411924	0.22737884521484375	97722856
922	1034079996654109332431762911842	0.2242720127105712890625	97936640
923	1077521141120571341397403386532	0.226975917816162109375	98150656
924	1122762851668802145076610697775	0.2271230220794677734375	98364904
925	1169878763459173895733432737528	0.226974964141845703125	98579384
926	1218945482896482311379736998403	0.2933170795440673828125	98794096
927	1270042705928112564209840426896	0.2493438720703125	99009040
928	1323253340989653981276400185806	0.2288739681243896484375	99224216
929	1378663636778122744608506419570	0.2282559871673583984375	99439624
930	1436363315039845896899358328033	0.2294847965240478515625	99655264
931	1496445708567209282036578487803	0.2295629978179931640625	99871136
932	1559007904605896258842021462474	0.297257900238037109375	100087240
933	1624150893881942976244820893255	0.229557037353515625	100303576
934	1691979725465930503404211099660	0.23203277587890625	100520144
935	1762603667699924360130192603237	0.2325379848480224609375	100736944
936	1836136375421380008668856717532	0.232006072998046875	100954104
937	1912696063727159213943851080855	0.3035228252410888671875	101171368
938	1992405688530070149968413761596	0.234778881072998046875	101388864
939	2075393134169954709485716047155	0.2368500232696533203125	101606592
940	2161791408351324312330912522447	0.2325150966644287109375	101824552
941	2251738844689892053427982289844	0.23394680023193359375	102042744
942	2345379313161090374436414551558	0.3066799640655517578125	102261168
943	2442862438754801545567295092897	0.2371170520782470703125	102479824
944	2544343828652090726779455860435	0.233335018157958984375	102698712
945	2649985308251720770267133439311	0.2349569797515869140625	102917832
946	2759955166386673475403099789409	0.3054130077362060546875	103137184
947	2874428410083806869907819978392	0.23517513275146484375	103356768
948	2993587029233173241168779714732	0.23674488067626953125	103576584
949	3117620271547411926979127053250	0.2360460758209228515625	103796632
950	3246724928206047105940972859506	0.3066251277923583984375	104016912
951	3381105630594468612010288127863	0.235762119293212890625	104237424
952	3520975158562887897616477410546	0.2379381656646728515625	104458296
953	3666554760646647127956344306190	0.3059809207916259765625	104679272
954	3818074486705953843294627812035	0.2382600307464599609375	104900480
955	3975773533460423034845675035419	0.238420009613037109375	105121920
956	4139900603411771887815710365915	0.238500118255615234375	105343592
957	4310714277666637214536144927329	0.307588100433349609375	105565496
958	4488483403190813123215639907302	0.238008022308349609375	105787632
959	4673487495046245204241629451110	0.23999309539794921875	106010000
960	4866017154182911354694265206413	0.30904293060302734375	106232600
961	5066374501379277964399166419563	0.2421610355377197265625	106455432
962	5274873627947390097986152243705	0.2403469085693359375	106678496
963	5491841063841846500452896053582	0.312614917755126953125	106901792
964	5717616263835974099255567733750	0.242702960968017578125	107125320
