n	partition(n)	runtime(n)	memory(n)
3870	74181154024827633212178425109125466847660994934873333456550200754	0.2881491184234619140625	106093672
3871	75706803981839244990753827497327406431302390713201615517664428211	0.2884061336517333984375	106134776
3872	77263630690034267636807883234285737408310028175700550197673866538	0.2893619537353515625	106175880
3873	78852267176543563567300922526429407291698319385846252428621067336	0.289167881011962890625	106216984
3874	80473359239656082922544116512459086971412114544627930087399127125	0.2907450199127197265625	106258088
3875	82127565704828206524238509699806920589260066981979481411511165778	0.2885968685150146484375	106299192
3876	83815558685792266227303338637736053062803229488405867340838265149	0.3074209690093994140625	106341128
3877	85538023850865159704583851009578977630338826465342099215673349416	0.289229869842529296875	106383064
3878	87295660694559961200135341010340506887593411689351211311301671863	0.295872211456298828125	106425000
3879	89089182814605453059048342928533748547854122767474681877568102180	0.287354946136474609375	106466936
3880	90919318194480565642532552379172728119624436618482921269238974588	0.2901508808135986328125	106508872
3881	92786809491572816333559622797403359878544421978600897196461815473	0.2858288288116455078125	106550808
3882	94692414331071982512924316396827142207153406617589041176453976122	0.288958072662353515625	106592744
3883	96636905605712429435351314075467256044969263954718551901627513349	0.438808917999267578125	106634680
3884	98621071781479742672857071817622346489600126398767392808026976415	0.2863528728485107421875	106676616
3885	100645717209399587046246831152074137368457259630888280713117278633	0.2929389476776123046875	106718552
3886	102711662443529030579629442585118113706463689092315197430160466097	0.3035829067230224609375	106760488
3887	104819744565272933847684968534686720575175903946005060281022133721	0.2912719249725341796875	106802424
3888	106970817514150413018226490023006369542056391871277990234346708041	0.2906868457794189453125	106844360
3889	109165752425138839817366683887596752326208723418047896538495251695	0.2966768741607666015625	106886296
3890	111405437972725344472567957323865782020933636063655322612328410385	0.304872035980224609375	106928232
3891	113690780721798339348816352321468748255671526815898650532515527493	0.3000109195709228515625	106970168
3892	116022705485514182431802081086663727780586530176872977025090056272	0.289827823638916015625	107012104
3893	118402155690276751994237879460020530082765297094876725687550749146	0.2933881282806396484375	107054048
3894	120830093747970407690810325237274976600456626292485993932506713905	0.2934958934783935546875	107095992
3895	123307501435589569966190024278296091652457547836830630002595900217	0.37786388397216796875	107137936
3896	125835380282410960050778954977983354507846105776969565107304350963	0.4444620609283447265625	107179880
3897	128414751964857408001875150618544441442930264845119493575133838431	0.3038089275360107421875	107221824
3898	131046658709205057285163575730484374073231447502491073057289667890	0.3001458644866943359375	107263768
3899	133732163702288772364807758317327891745176535733638779965711759925	0.290236949920654296875	107305712
3900	136472351510363591782653499754288099391061996305932097073128381323	0.291820049285888671875	107347656
3901	139268328506283164382119863815624453261765472151428491024912029747	0.3014090061187744140625	107389600
3902	142121223305159261815827576529439510202034513612446340157422217697	0.43743801116943359375	107431544
3903	145032187208669677435526282161515479091790767461123267393860410195	0.292809009552001953125	107473488
3904	148002394658185101288517925506163326821040043094460963080045287815	0.301248073577880859375	107515432
3905	151033043696888904449514188423115321993568937556174105179046081765	0.28989696502685546875	107557376
3906	154125356441067174537021469401793843214117255610208709498974308126	0.303123950958251953125	107599320
3907	157280579560749819259003042823402515669524159423046538200400898801	0.29296112060546875	107641264
3908	160499984769887097488040399574466997980394255808445903995745631645	0.288114070892333984375	107683208
3909	163784869326249548990512888088768017155935438956471538858583220835	0.2917740345001220703125	107725152
3910	167136556541242975861609834295825738204109161715773850438984504032	0.2911717891693115234375	107767096
3911	170556396299833882308100868454339515453407627170192118715576127104	0.2899379730224609375	107809040
3912	174045765590784606059671961974793445539085424838445521954511882589	0.2948620319366455078125	107850984
3913	177606069047401275789874726369218964006036109918237635480495479849	0.29209804534912109375	107892928
3914	181238739499001705929065807648608945387140409331830428079791147055	0.3152110576629638671875	107934872
3915	184945238533314394621523838682241259269452845920537155885518739684	0.2880408763885498046875	107976816
3916	188727057070023923812804742802757311628626562919750167561283672072	0.29878902435302734375	108018760
3917	192585715945682274075640903414601333752731211364663050414358836057	0.2941520214080810546875	108060704
3918	196522766510209862346890155714057009276926365248914715099970846068	0.29504108428955078125	108102648
3919	200539791235214489837615390547385989858997100287333169811899487180	0.2972500324249267578125	108144592
3920	204638404334360851607147101572553772459323534676414584669537746362	0.294291019439697265625	108186536
3921	208820252396027810304755504927190242547648839134872110232757791469	0.4410121440887451171875	108228480
3922	213087015028495276055716791308246522239493548192479314051913773188	0.290438175201416015625	108270424
3923	217440405517907264110657631857380912416149339611930065420156977586	0.2921359539031982421875	108312368
3924	221882171499262523429452084525072733900970606286905599783503021050	0.2916851043701171875	108354312
3925	226414095640689044608390548369218089387894971839942319650823168779	0.306684017181396484375	108396256
3926	231037996341263766290659774116654556147726544856111592193287180998	0.3596799373626708984375	108438200
3927	235755728442643907268887185387945961721720230873074810704241128794	0.2971389293670654296875	108480104
3928	240569183954781558773497130347948632680435001482993034244580916468	0.3016681671142578125	108522008
3929	245480292795998479856824712112354366037204963377360891488131193545	0.30920505523681640625	108563912
3930	250491023547703450281983260885669434351422054414049866515100683100	0.314849853515625	108605816
3931	255603384224040051896458091101315803970615443415993447432953279456	0.3004271984100341796875	108647720
3932	260819423056758373140513900220714896087074477534631710099246506631	0.31381702423095703125	108689624
3933	266141229295609864175832801620959053526100737367360547953733900390	0.302165985107421875	108731528
3934	271570934024570414226026544169977922527218491189061701478090120210	0.2933628559112548828125	108773432
3935	277110710994202680243831576917608397562291083728470077903575465228	0.299190044403076171875	108815336
3936	282762777470474769147069195200945824170137902316702531305427475106	0.29461193084716796875	108857240
3937	288529395100358566825916519628419142877417851689502351336773009842	0.2949621677398681640625	108899144
3938	294412870794537318189478571246416034379245113300715059801239948561	0.296794891357421875	108941048
3939	300415557627558496005391023642006656799920713729165036440386083185	0.297441005706787109375	108982952
3940	306539855755774554551882433834660980558424205895934184248360140471	0.446218013763427734375	109024856
3941	312788213353420849552244478563766358161993317890847694552108370359	0.32506084442138671875	109066760
3942	319163127567186820947915233761812149357619761323401867123375561839	0.3085401058197021484375	109108664
3943	325667145489643482286222247026937937996935104129549682708371022682	0.29512691497802734375	109150568
3944	332302865151897342397932634480870748043346233654535330049565858775	0.2950661182403564453125	109192472
3945	339072936535848104212525315411284808286787570871897167505918934762	0.30055999755859375	109234376
3946	345980062606434844649606583998575673861120571060705237469483110989	0.306835174560546875	109276280
3947	353027000364262881227812119247460821586403326543022806746808032364	0.3013961315155029296875	109318184
3948	360216561919011178094123163496558672874080148449321501103255737117	0.3001251220703125	109360088
3949	367551615584027939395568848677859910741778084189904761336517887125	0.311170101165771484375	109401992
3950	375035086992529984144136603512809468725402866328982453624236905075	0.30288600921630859375	109443896
3951	382669960235829596871281606068990849079309796403537674720821691021	0.303844928741455078125	109485800
3952	390459279024020805393232339990769098674925938877821100725094691950	0.3018019199371337890625	109527704
3953	398406147869565453931511990600793813023334710208864728126463554947	0.3054561614990234375	109569608
3954	406513733294228019731652621925541093548843920909822874999683906705	0.2965180873870849609375	109611512
3955	414785265059816867332724395794257144964597802071075430451358244769	0.3015940189361572265625	109653416
3956	423224037423198549956742706314840108457465742027088668451555235869	0.30788898468017578125	109695320
3957	431833410416060855367051824283631549954349086781768342616410949597	0.2981989383697509765625	109737224
3958	440616811149909557307467489835331890487534502106960436024104788662	0.3079860210418701171875	109779128
3959	449577735146793276661781531661989589945130526229079164678459471260	0.466452121734619140625	109821032
3960	458719747696260482213318144459773862729028377527428174573140134900	0.29677486419677734375	109862944
3961	468046485239062472849581003527312778837987778138832858552613907685	0.2972838878631591796875	109904856
3962	477561656778126184827758665083610027931492088714646909143452999195	0.2958850860595703125	109946768
3963	487269045317330862941471351623419837148363185956619641956191311264	0.2962779998779296875	109988688
3964	497172509328633026825845165664288752846422198676791695280981831025	0.295320987701416015625	110030608
3965	507275984248094756996003992775931642553733405332742236767126528251	0.295528888702392578125	110072528
3966	517583484001381123394950659149583886181050804445122517968495868794	0.2966120243072509765625	110114448
3967	528099102559303586165878129849268922814065460974870502945906607433	0.294686794281005859375	110156368
3968	538827015523997418071653595087980685300937935912482497456036542100	0.2980110645294189453125	110198288
3969	549771481746332634547557668806399470277510086137845930933688756300	0.3013670444488525390625	110240208
3970	560936844975169574957353975054975297486100709039819238243586419769	0.297504901885986328125	110282128
3971	572327535539082161471919073892688346478601425786332299054844254873	0.30313014984130859375	110324048
3972	583948072061183974429486121901166001291421176296650814298998180876	0.29563999176025390625	110365968
3973	595803063207704629475090218694819807723148828103362096316342682247	0.2988541126251220703125	110407888
3974	607897209470976526706191566139888683214413910280824920769578409875	0.2988948822021484375	110449808
3975	620235304987504870049531471699499034675032638540859908589748037210	0.302021026611328125	110491728
3976	632822239391806930826202058576429477206868524566177152922480024263	0.3035109043121337890625	110533648
3977	645662999706719857681813671178037746939686066882580689364417896654	0.3141911029815673828125	110575568
3978	658762672270889920611315181970222146065742325594656179940351386450	0.48935794830322265625	110617488
3979	672126444704169924630630956982305643175556511620904741347468855995	0.3016378879547119140625	110659408
3980	685759607911665643771122176733972056968174862469390325363460405252	0.298252105712890625	110701328
3981	699667558127186513625169729764421108584622407573703874536044949627	0.2972071170806884765625	110743248
3982	713855798996870485876850227042328392990494561534483243675001147796	0.3021261692047119140625	110785168
3983	728329943703767896435255195773787356623088128838210911667859299084	0.30179691314697265625	110827088
3984	743095717134184435375471651050525645564713829796205849417183612500	0.325727939605712890625	110869008
3985	758158958086598837412972983139064377609267836228340908109574114764	0.307529926300048828125	110910928
3986	773525621523986741725880520531994793586981648488706709312785561069	0.299911022186279296875	110952848
3987	789201780870398305338305859678000650089320850817963127855559350587	0.3002960681915283203125	110994768
3988	805193630352653600838201209604206081110607485705081117314542405349	0.3029110431671142578125	111036688
3989	821507487388036592887700368345344031019387389158438842832737439180	0.306190967559814453125	111078608
3990	838149795018885574869248092709594690456837486157894803105626343780	0.3030440807342529296875	111120528
3991	855127124394995363289011666472160977700892787006334058412712132664	0.3341090679168701171875	111162448
3992	872446177304764299540155282570551798462718102932224185057830739839	0.332419872283935546875	111204368
3993	890113788756037202742664394231971542499812331336900956614412402046	0.3115541934967041015625	111246288
3994	908136929607613860176053794880811727537613138254769584592245982400	0.3103129863739013671875	111288216
3995	926522709252411439983706564465306520133034712396243186136580132385	0.3235208988189697265625	111330144
3996	945278378353288371157062757407301070218892011753398071838000929189	0.3126659393310546875	111372072
3997	964411331632556765238166106002377677297032894062626725072196122389	0.46364593505859375	111414000
3998	983929110716230359775859076921526861537717079519927628666653315026	0.314672946929931640625	111455928
3999	1003839407034075252534276039849382223049423415053309117034559060375	0.355226993560791015625	111497856
4000	1024150064776551375119256307915896842122498030313150910234889093895	0.391128063201904296875	111539784
4001	1044869083909753732535457712072447124075197192269587011775300905238	0.2818720340728759765625	111581712
4002	1066004623249483918833047792715589977555879430792722500467885143317	0.2636001110076904296875	111623640
4003	1087565003595604316211497264915931206161887313618471271990112486475	0.2311518192291259765625	111665568
4004	1109558710927849703630412964071310551967388427549736644886783825830	0.370153903961181640625	111707496
4005	1131994399664293749195127595271942130708197087877807743176112398332	0.2549870014190673828125	111749424
4006	1154880895983691046552743568684859247298353391004492185031695176719	0.25722980499267578125	111791352
4007	1178227201212938987623464224971136118309934847449845799673669632304	0.2714698314666748046875	111833280
4008	1202042495280927850732366584189622869213451151562136936023149499016	0.2907059192657470703125	111875208
4009	1226336140240072033290380579101591617440986702511123302788962810040	0.232613086700439453125	111917136
4010	1251117683856840380457382486236809037285606267589775615656214935255	0.2257249355316162109375	111959064
4011	1276396863272629064730481322951200519469244794758052276529315040880	0.345715999603271484375	112000992
4012	1302183608736346465333703370780122094744441010052797387509592174196	0.2479279041290283203125	112042920
4013	1328488047410105990012955197299210140303169213510753806844546619877	0.26123905181884765625	112084848
4014	1355320507249449784911925995837309432590090507694784237231763528335	0.2644779682159423828125	112126776
4015	1382691520959553800351353403555482351099712571407553635118817456706	0.284966945648193359375	112168704
4016	1410611830028892731471443384560369510346227917433795375125000629765	0.325194835662841796875	112210632
4017	1439092388841871942929052439352404042691666040489258396639738311029	0.32403087615966796875	112252560
4018	1468144368871962626463136248544539486017110527608788540920108373495	0.284943103790283203125	112294488
4019	1497779162956906139644965913059605575792511171583117688639585163560	0.2675249576568603515625	112336416
4020	1528008389657583744203815519394585806082727101115479108203270893273	0.2832129001617431640625	112378344
4021	1558843897702178813857172634725091122673799487362482287837187020107	0.25170993804931640625	112420272
4022	1590297770517290025676616391986194545041918243706528935575083920685	0.276854038238525390625	112462200
4023	1622382330847686096996502243368451309419256562123900335685428650608	0.2890031337738037109375	112504128
4024	1655110145466425293247169981489504709142589177020204895948757504400	0.3175220489501953125	112546056
4025	1688494029977096222610803145529025576867750585983064818285019104268	0.2348711490631103515625	112587984
4026	1722547053709970363022252836088813050053471510338691325674800768727	0.2329490184783935546875	112629912
4027	1757282544713891347961921638762290859742724605394911583658312706782	0.36972808837890625	112671840
4028	1792714094845761282137168255282713105964574226417479763425535216543	0.2587568759918212890625	112713768
4029	1828855564959520279182140219337779862113675902364271142963157868800	0.2699539661407470703125	112755696
4030	1865721090196552023822922264446721364518781687822696547295814498315	0.1311590671539306640625	112798456
4031	1903325085379485473699324652193414379346130875354924208262869239926	0.2998631000518798828125	112841216
4032	1941682250511400844599528137013465989778568477002601769812219417410	0.3281700611114501953125	112883976
4033	1980807576382486780895915761436533114064908730550555369919109291159	0.2922399044036865234375	112926736
4034	2020716350286235114375066599942396221352772806864028157517302986865	0.278254985809326171875	112969496
4035	2061424161847299873600785590319028807975775897194008753253638357648	0.281230926513671875	113012256
4036	2102946908963188236873290605159147276298654553833616097926650350596	0.2362930774688720703125	113055024
4037	2145300803861992939460789567175050336762767650375146581483466452941	0.2516231536865234375	113097792
4038	2188502379278418265070742125764891153511082236767619235528318396116	0.2694189548492431640625	113140560
4039	2232568494750395187770008677522439641623281895599747345083476701150	0.3016359806060791015625	113183328
4040	2277516343038625499317892202378714779063615107717090924611722503490	0.235765933990478515625	113226096
4041	2323363456671439874000414935358211338222383006368677793958625788565	0.25907802581787109375	113268864
4042	2370127714617400804704815195818857561207526742149927702364569085797	0.2829859256744384765625	113311632
4043	2417827349088128206612751605411658784173520110993975049303536930104	0.302795886993408203125	113354400
4044	2466480952473873245293144287485222926960518069348674309571699739245	0.1369950771331787109375	113397168
4045	2516107484414414621232435811506130367185843270818246192603034982072	0.31060504913330078125	113439936
4046	2566726279007901150366145505183203832739301482612391324815861818538	0.341679096221923828125	113482704
4047	2618357052160315037715182234731856154791816380041482097544928304084	0.347198963165283203125	113525472
4048	2671019909078281766863364953294337428115945634971814562143997876100	0.2930939197540283203125	113568240
4049	2724735351908005040160807337186479135057596186554160276178848627900	0.246677875518798828125	113611008
4050	2779524287523158721971447433761721683904614893227408735625264316089	0.2980339527130126953125	113653776
4051	2835408035464622279127151571538631182931008866925564657782818328691	0.26012516021728515625	113696544
4052	2892408336035001798492180317428852344405398540501710728004944217844	0.2807281017303466796875	113739312
4053	2950547358550935311035433344716017969362021376136988710017298952074	0.2207610607147216796875	113782080
4054	3009847709756238885284144240153436119706830872091043721231151535065	0.337869167327880859375	113824848
4055	3070332442399008791104273824361469016372475678839394415100887890687	0.2542049884796142578125	113867616
4056	3132025063975854998421974681312439588854075053970483154000424412023	0.26578998565673828125	113910384
4057	3194949545646502386166233566829774959631252884279143226439767003004	0.2756500244140625	113953152
4058	3259130331322058316178497257220278447642366525718791264064694354754	0.2836229801177978515625	113995920
4059	3324592346930308697315988820761976488098727395789954522383492129920	0.2754518985748291015625	114038688
4060	3391361009861469349106377804116416008095321414044416013530094013090	0.279827117919921875	114081456
4061	3459462238597885395154823579647550264527730314477992081606600869568	0.2799270153045654296875	114124224
4062	3528922462531238597558025445023225365382438023399143309714649133337	0.145537853240966796875	114166992
4063	3599768631970891008785333790007989059579865322130933297141899108801	0.3000659942626953125	114209760
4064	3672028228347063091237765656306757079242816192889525781692016162840	0.30027484893798828125	114252528
4065	3745729274612615561845982287955561961345690643565937444427044597423	0.2963049411773681640625	114295296
4066	3820900345847276684941116916501890991567076779478831567866623487051	0.3264439105987548828125	114338064
4067	3897570580068230587028913445921569132848213657062357185996230912835	0.2929961681365966796875	114380832
4068	3975769689251057428305974773789868538940216675366063472695379754322	0.2960011959075927734375	114423600
4069	4055527970565092964561076845843762795033872211486358584116479376665	0.3367049694061279296875	114466368
4070	4136876317827353196793866058160946078773142001853264895033117686934	0.2931020259857177734375	114509136
4071	4219846233179249462262014196263003061650138313555334811126281048610	0.1623251438140869140625	114551904
4072	4304469838990400498064705021085970456739296086047251300502467672292	0.3355338573455810546875	114594672
4073	4390779889993930735648106719810189110653939164284226218413478197204	0.2987060546875	114637440
4074	4478809785657728391184484445163867537292022153170258152899574109875	0.319649219512939453125	114680208
4075	4568593582796222832592570498906670351738475199316008107945575326786	0.29127597808837890625	114722976
4076	4660166008427328259559374361318431549540772645167427720134044635587	0.30214214324951171875	114765744
4077	4753562472879289959394897620899543284200633076040103906523672821050	0.3100650310516357421875	114808512
4078	4848819083152260330589597147432912897735514163274833896544615586310	0.29977703094482421875	114851280
4079	4945972656539524529835533313328916791614261667186657312504186036430	0.2964580059051513671875	114894048
4080	5045060734513390029909997561653033946958973025898862238045756304032	0.1360499858856201171875	114936816
4081	5146121596880850608718907973820366562920161682961651353427867246052	0.297521114349365234375	114979584
4082	5249194276214233358101696436794964952607660438316388744157413325610	0.2903420925140380859375	115022312
4083	5354318572562137239498344119144766813049683015720883837123740716599	0.296351909637451171875	115065040
4084	5461535068446073557716507585777559232772072001541524618401299760275	0.30459690093994140625	115107776
4085	5570885144148322509923734147171490528386208403487092947504758689542	0.341162204742431640625	115150512
4086	5682410993296625731418069092405312369399231137789220253962267392616	0.3070049285888671875	115193248
4087	5796155638751442540184173099095035850335081601218646287308315482128	0.305285930633544921875	115235984
4088	5912162948801607416911410193509335516117683753339364286418927978575	0.306079864501953125	115278720
4089	6030477653674338184944206527260149351729021294984178421552652124485	0.139770984649658203125	115321456
4090	6151145362365658415194696898525409455940566934560205928871602314646	0.2995898723602294921875	115364192
4091	6274212579797413814760757057556798844863456731487454923693920904677	0.2982299327850341796875	115406928
4092	6399726724307180806006517674297387448520510686610013179533571381248	0.2959079742431640625	115449664
4093	6527736145477486207099202575222102071666424322078034252563862048436	0.29994487762451171875	115492400
4094	6658290142310879928166221044925781635838431551923068686313071063290	0.2999031543731689453125	115535136
4095	6791438981757527942853971220535536180531047708913790425981065509275	0.310791015625	115577872
4096	6927233917602120527467409170319882882996950147283323368445315320451	0.311623096466064453125	115620608
4097	7065727209717020924213568946408088304801500785427149398792247630029	0.297817230224609375	115663344
4098	7206972143688712227378764160255135734335191771187049196412983385759	0.1350300312042236328125	115706080
4099	7351023050824735458419337131508718272460312499394023982945715781375	0.3064138889312744140625	115748816
4100	7497935328548449535702187865816110603416105023151668502544153457027	0.306765079498291015625	115791552
4101	7647765461189084205654488103006644023350036374244034131684214815170	0.3083469867706298828125	115834288
4102	7800571041174700033947253850028876529242140994577708252008689975529	0.3203151226043701171875	115877024
4103	7956410790635815308551902128239420205530841490553877259928402499195	0.3065259456634521484375	115919760
4104	8115344583427608232528849108393809705805728589161265375785503107215	0.306498050689697265625	115962496
4105	8277433467578754135655846992489718134381541714016469471602108229044	0.30492687225341796875	116005232
4106	8442739688175111663889327842049670611211994104672490982924275382737	0.307694911956787109375	116047968
4107	8611326710686629068586131077142353164482662256270631296103307162959	0.1357729434967041015625	116090704
4108	8783259244746001868829363872042166251262396605586330527719371731105	0.2998201847076416015625	116133440
4109	8958603268387776356575707476532588888710849131805239170018102612780	0.2935211658477783203125	116176176
4110	9137426052756759713207801755745507683545538058093774310235070315396	0.316648006439208984375	116218912
4111	9319796187294766966050412324326341993992603716322195154627068435879	0.3050739765167236328125	116261648
4112	9505783605414907694209503683388559579865280192392790531793136971206	0.307839870452880859375	116304392
4113	9695459610672791355556836206780201470166747528702284175000727923930	0.30712604522705078125	116347136
4114	9888896903444209412789055871594122424261291756767158375161846055970	0.30360317230224609375	116389880
4115	10086169608119035149382593557400227793671154326680614019252512330217	0.3027019500732421875	116432624
4116	10287353300821268250272236242730228481774481925688933682525274614512	0.3024308681488037109375	116475368
4117	10492525037665340942737340298158964999906233969509949677958498687657	0.138781070709228515625	116518112
4118	10701763383558995817050369612462599194613688762101301518533512295373	0.3173389434814453125	116560856
4119	10915148441563242441945408987484423161404606726498963218905023627115	0.29611492156982421875	116603600
4120	11132761882820100626193140446051547122965619768423817052980337466739	0.29986095428466796875	116646344
4121	11354686977059042725116843464804996306224181505927672222083787536615	0.3001728057861328125	116689088
4122	11581008623693255821668637835516956319462619376625270593183285622902	0.299085140228271484375	116731832
4123	11811813383517056998972437651316244641318052886155482763315487967242	0.300199985504150390625	116774576
4124	12047189511016011339669729438031922690653244379957619622023946366875	0.3045079708099365234375	116817320
4125	12287226987301522813015524991594393992830601985947415687020408171143	0.3007891178131103515625	116860064
4126	12532017553681892920929338917795006042473805809443599023795131273827	0.1369459629058837890625	116902808
4127	12781654745882070948026499464672813625280521055262150512955981048514	0.3021199703216552734375	116945552
4128	13036233928924552978434294180871407270098426394166677221003078079504	0.296514034271240234375	116988296
4129	13295852332684124585837782677523394462916256393316172502512309009385	0.2995989322662353515625	117031040
4130	13560609088129384356138669374513366805849310479007947581032608991880	0.311641216278076171875	117073784
4131	13830605264264232249347779975028060525548177725462292981158581362074	0.3023431301116943359375	117116528
4132	14105943905782758335460163962550660651894450234048474796039843795326	0.3002240657806396484375	117159272
4133	14386730071451223736296413466560144520553284776943658096534290311610	0.3022480010986328125	117202016
4134	14673070873231086761501428543288991892233862886166417792976917141450	0.30339908599853515625	117244760
4135	14965075516157293333622527359839331854034340414809579726043691767132	0.3122041225433349609375	117287504
4136	15262855338986321947706752556351418957070763478548754657142126183850	0.1390049457550048828125	117330248
4137	15566523855628749700172919269220661723582679906463279146056097866131	0.300434112548828125	117372992
4138	15876196797381387446616537503748919146510691236383998566352574692051	0.303546905517578125	117415736
4139	16191992155974319007296161745712416783503576454888722529909778001310	0.32680797576904296875	117458480
4140	16514030227448471632774408193106540249556159974371768498637396492292	0.3095149993896484375	117501224
4141	16842433656879642772872092429270934103905790388159097185263511868133	0.312012195587158203125	117543968
4142	17177327483965211663980722477557995137589110570071103634629812254376	0.30074405670166015625	117586720
4143	17518839189490073469058375796052276595611149612067142781527685758907	0.30350589752197265625	117629472
4144	17867098742688648779484900993424873437905940182245990835079216654310	0.30266094207763671875	117672224
4145	18222238649520142328576126727228208611532522484436911430796119489177	0.3024590015411376953125	117714976
4146	18584394001874551885216267030030454080297114788258958193558664840726	0.303330898284912109375	117757728
4147	18953702527727261607125460795981341859349811548459507893116963649392	0.1387150287628173828125	117800480
4148	19330304642260393753236414943614523052598643184781180012603932133314	0.31373310089111328125	117843232
4149	19714343499969438702189787355294067208781166792315794265664099019550	0.3128859996795654296875	117885984
4150	20105965047774035819970387529045640720516522171136867762370109604208	0.3051731586456298828125	117928736
4151	20505318079152136987353645978406711937832652958372857525049613674926	0.3048598766326904296875	117971488
4152	20912554289317150662574267290285289497558798014749879029514284402839	0.3086159229278564453125	118014240
4153	21327828331458037344271462620652049119120848376406506643322241427883	0.3077251911163330078125	118056992
4154	21751297874062707344500900931123189812963809212986684718422478078375	0.302874088287353515625	118099744
4155	22183123659345459014058446264194408901229519016399908735191029477041	0.321362972259521484375	118142496
4156	22623469562799590117638634270961196908837737431104906400025798272381	0.300959110260009765625	118185248
4157	23072502653896717072079319364329038658345555012299068377593266098340	0.3009049892425537109375	118228000
4158	23530393257954746377321347768594538022028825104520372884170194329585	0.142797946929931640625	118270752
4159	23997315019196859929555276979097212162290100312483346381197267017430	0.3658730983734130859375	118313504
4160	24473444965024301154819909878057906328396744509339610190803074143373	0.3199310302734375	118356256
4161	24958963571526182187260128722144260282991521608381045855381555157924	0.306869029998779296875	118399008
4162	25454054830249973790311545914437649756918927324669293154385834317581	0.3024089336395263671875	118441760
4163	25958906316256789535042482088304086175046498036183931560006297298243	0.3058021068572998046875	118484512
4164	26473709257486034064405976268160512319031604314897121105852414981555	0.3065831661224365234375	118527264
4165	26998658605454452244816011982399853118893903047708728762048301389068	0.3126471042633056640625	118570016
4166	27533953107315091799821072897628094662655969822039034037303941510313	0.309947967529296875	118612768
4167	28079795379302176800296004786140867987410451850889012030791509318109	0.315093994140625	118655520
4168	28636391981588383320191011642271099527469574315913281287254281381832	0.3286840915679931640625	118698272
4169	29203953494581511828292368831768372662481933836191028457493020804450	0.1438801288604736328125	118741024
4170	29782694596688063649696220379017327434949756429819338241263897188462	0.318090915679931640625	118783776
4171	30372834143571751274072396617946556454022707079223012144422219954304	0.3573291301727294921875	118826528
4172	30974595248935504592922445618451089543631548977327486267590048546675	0.3142249584197998046875	118869280
4173	31588205366856077499924699314834452105515572192770403491101593227692	0.3279240131378173828125	118912032
4174	32213896375700911875568421494941088922868063839005474821677717406525	0.3341100215911865234375	118954784
4175	32851904663657478991581607427027854330663007595344452306070999061986	0.352591991424560546875	118997536
4176	33502471215905892007704091303673543900223563534859407581380308448052	0.3285350799560546875	119040288
4177	34165841703466167692345404287532264845197294407148817426144073428114	0.3224241733551025390625	119083040
4178	34842266573752110982503838272117378757381533370203277047824804459421	0.3125269412994384765625	119125792
4179	35532001142864402713699086347145285674508335009378913294342512000160	0.31713199615478515625	119168544
4180	36235305689656089008126509592162648729623129649710504725533047490656	0.1634929180145263671875	119211296
4181	36952445551604300623239879923412903414397396451115165802781487082329	0.3628180027008056640625	119254048
4182	37683691222522672251969859227543135774100206065751017983080441698068	0.3345508575439453125	119296800
4183	38429318452149585552315082463692731761206092955474836871360323443644	0.31262493133544921875	119339552
4184	39189608347648025794773529362434045760340129739048941870780331251400	0.315004825592041015625	119382304
4185	39964847477053520681907048787732105688240538206601954866429276929035	0.31243896484375	119425056
4186	40755327974707321350443860897102880837093353107372173584381132468586	0.31462192535400390625	119467808
4187	41561347648712690052293853058948218026571372207559828977892287691484	0.320413112640380859375	119511392
4188	42383210090452876770710609396660756229357001580860022314675801179536	0.3073499202728271484375	119554976
4189	43221224786210098310155845735664666175144653435041329965937637619080	0.3092749118804931640625	119598560
4190	44075707230925578456406141867269857831729387049014364328856217167393	0.3182680606842041015625	119642144
4191	44946979044141466895000435834888075970940477604764956023165365922643	0.312653064727783203125	119685736
4192	45835368088166227963970671214544458352856343429062519230656436156705	0.312755107879638671875	119729328
4193	46741208588505878268526159629288140657398617845212517054193050527077	0.1429579257965087890625	119772920
4194	47664841256604254973551804914891031926217455475678479963433214615395	0.3075721263885498046875	119816512
4195	48606613414936314492078823580737013216803115055377453148309183973816	0.31546115875244140625	119860104
4196	49566879124499294587105541215666555667163254015127160519923558444431	0.3116199970245361328125	119903696
4197	50545999314747421888356321367837674242009645004578592320118051269840	0.3087790012359619140625	119947288
4198	51544341916016711788196504273954792293757700273177907344773514400859	0.3072021007537841796875	119990880
4199	52562281994487288920853947246408323578551781424479413059803865378750	0.320602893829345703125	120034472
4200	53600201889731554250773472718455478280482250637568866044486232973779	0.3119640350341796875	120078064
4201	54658491354897439509448577343525538468977091870241810760938687542205	0.313641071319580078125	120121656
4202	55737547699576921641298253087670676460221768202138956065218569524288	0.3146688938140869140625	120165248
4203	56837775935410919369819095519776324331702521141976522913515464348784	0.316172122955322265625	120208840
4204	57959588924482661303056092790979473526981092881739562523050829328405	0.316709041595458984375	120252432
4205	59103407530552600496200780842483738415742238665140438162924142661280	0.3601820468902587890625	120296024
4206	60269660773188954418845557038675163687247712183307121452966497195856	0.1424808502197265625	120339616
4207	61458785984848972181416680247664526441359318975350353082066226415894	0.32205295562744140625	120383208
4208	62671228970967073012327352831045735478714852253543471614998430658424	0.3116509914398193359375	120426800
4209	63907444173107061703739223491733569017559454473998384210636888574695	0.3613808155059814453125	120470392
